shared memory
28,0745
28,777
28,1837
28,0563
28,2042
28,5085
28,6701
28,1737
28,2103
28,2355
27,4263
27,6169
28,13
27,6224
27,7656
28,0339
29,3653
27,9252
28,302
29,2764
31,9354
27,6954
28,2712
28,8281
28,7467
31,4177
31,027
30,4217
30,1842
30,5135
30,6581
30,2503
30,2081
30,6103
30,3714
30,6849
31,7376
29,8736
31,4153
30,8867
31,2765
30,8295
30,3867
32,1294
31,1141
30,9512
30,5591
31,4025
30,8007
30,7519
30,9776
30,8979
30,6045
30,5547
34,5416
30,2679
30,3648
30,5264
30,2311
30,2382
30,2482
30,5465
30,1422
30,3023
30,1994
30,4362
30,2734
30,854
30,6038
30,9982
30,828
30,9956
30,4713
30,6706
30,6726
31,7507
30,4938
30,8739
31,1189
31,1879
30,9829
30,9818
30,7176
34,3554
30,4314
30,635
30,3183
30,972
30,7367
30,2437
31,0696
30,1314
30,3378
30,2442
30,4437
30,0708
30,9724
30,6627
34,1088
30,9143
31,1431
31,3195
31,4734
31,104
30,8413
31,0191
30,5046
30,9864
40,1983
42,3336
39,9786
40,6503
41,5418
40,196
41,4967
42,226
41,7893
41,0185
40,0674
40,4671
41,2847
40,2123
44,7956
41,1851
40,1001
41,641
41,3259
40,0855
41,6795
40,4544
40,5607
40,4537
41,1229
40,5414
40,1648
40,3387
39,9212
41,3616
40,4732
39,9788
41,0103
41,5398
41,5221
41,4389
39,949
40,6911
40,5026
39,9064
40,3554
40,5223
40,8153
40,9449
40,8966
40,6318
39,8667
39,9941
40,6789
40,9618
40,9208
40,2277
40,2267
41,5778
40,8028
40,8
40,95
40,5457
40,7065
41,4223
41,432
42,0324
40,5636
40,0038
40,0371
43,8802
41,0091
41,0937
40,4709
40,6163
40,6294
41,5514
40,1976
40,7501
40,721
40,1351
40,4573
41,5629
40,0658
43,4065
41,4087
41,0276
41,9329
40,2638
40,339
41,605
40,3136
40,9529
41,255
40,7321
41,6894
40,6319
40,4174
40,9713
40,4705
41,4471
40,8427
41,4167
40,8035
40,3311
42,4045
40,2572
40,3434
41,7615
40,1161
41,234
41,323
40,5199
40,7523
40,4102
40,4478
40,7787
41,3111
40,0457
41,338
41,507
40,8825
41,113
40,4214
42,47
40,748
40,1932
41,0128
40,4504
44,8674
41,8414
41,2541
41,0185
40,8846
41,1215
40,8529
40,8749
39,8923
41,252
40,8363
41,0523
41,7143
40,1027
41,3248
41,2361
40,05
41,3137
41,5145
40,7091
42,2134
40,2395
41,6034
41,1521
40,377
41,2485
41,2041
40,9697
41,3227
43,8659
42,6078
40,9584
40,8279
41,4465
41,9072
40,5947
41,5287
41,1375
40,7914
42,1614
40,0543
40,9365
41,3648
40,5637
41,0749
40,3752
40,2514
41,4268
40,3516
41,3612
42,3139
40,3707
43,4961
40,9939
40,8544
41,8
41,1945
40,3066
42,0981
41,9562
40,9195
41,6464
39,9896
40,8111
41,6486
40,6367
40,9213
40,3824
40,5693
41,8103
40,3527
41,6219
41,953
41,4801
41,7859
40,4819
40,1359
41,6313
40,4447
40,5404
41,7449
41,1985
40,4885
40,8201
40,5423
40,4821
41,5357
41,4459
40,7924
40,7403
40,7025
41,7255
40,4042
39,8502
41,6143
41,3963
43,7721
40,7971
41,2515
42,1849
41,369
41,7332
41,3917
41,2357
40,7211
41,0966
39,8596
41,4815
40,4134
40,3966
42,0515
40,1548
40,1024
41,3124
40,2377
41,1154
41,1141
40,8175
41,6409
44,8324
44,2165
42,5367
40,1305
40,9897
40,5606
39,9577
40,6421
40,3386
40,3103
41,2783
40,9074
41,0364
40,7136
41,3411
41,0196
42,781
41,6752
40,6889
40,8816
41,1747
39,8776
40,8595
39,8527
40,3157
40,2825
43,6678
40,9926
41,0399
40,8065
44,1327
40,8866
41,0081
41,2226
40,334
40,3264
41,0767
40,2339
41,081
41,9986
42,0811
41,047
45,0305
40,3673
40,3267
40,3541
42,1839
41,0752
41,3082
41,1087
40,772
40,5097
42,0366
40,3448
40,0813
42,08
40,6626
44,0827
41,0195
40,2259
41,1766
40,7404
40,1014
43,4311
40,4474
41,6978
41,7097
40,9492
41,6746
40,2986
40,4299
41,514
40,5538
40,3322
40,8094
40,1827
41,5216
41,4119
41,1024
41,3232
41,4482
40,6179
41,8287
40,2979
40,6372
41,0605
43,9162
40,6904
41,0139
40,258
40,7784
40,9999
40,5264
40,7573
40,4974
43,5153
41,2872
40,237
41,1103
41,6548
40,1007
41,9306
41,3141
40,3324
41,1338
40,4045
40,1435
41,242
41,2713
40,0517
42,6176
41,1298
40,7052
41,9907
40,2383
42,1199
41,102
40,7043
41,9002
41,3859
40,5617
40,6065
40,3086
41,5975
41,5735
40,3588
41,2811
41,4165
41,5477
41,4977
41,0037
41,1564
40,0611
40,6166
41,8929
40,3673
40,4806
41,5753
40,2236
39,8516
41,9629
40,3411
41,3502
40,9838
40,4025
41,8143
40,9214
40,999
41,393
40,5311
40,091
42,1116
40,5593
44,6321
42,4835
40,3746
41,5369
40,6414
41,0996
40,8059
39,8927
41,268
40,9478
83,388
40,3692
40,2928
40,9201
40,6666
40,4609
41,273
41,2459
41,1245
41,4303
40,5445
40,684
40,9994
40,7274
41,2438
40,1815
40,3426
40,9959
40,3672
40,1375
41,0803
40,5058
40,5418
41,0959
40,9964
40,7373
41,8324
41,3001
41,2321
40,3886
40,1578
40,9938
40,5549
40,5852
41,5119
40,8984
40,7775
41,7871
40,2937
40,9224
42,052
40,5249
41,1014
40,6482
40,1217
40,8125
40,5455
40,1538
40,7292
40,3976
40,1031
41,0304
40,4749
46,5317
40,6381
41,7668
40,7189
41,0091
41,2802
40,8343
40,1398
42,635
41,1407
40,9802
41,3092
40,0363
41,2754
41,2464
40,0711
40,1861
41,1167
41,0058
40,9641
41,1795
42,5087
40,1746
40,4902
41,4709
40,6336
40,4864
40,6463
40,4698
41,2608
41,6734
41,9204
41,5929
40,5529
40,4007
41,7726
40,3098
40,2395
40,7515
40,3931
40,6729
40,8662
40,6561
41,2464
40,8344
40,8029
41,0696
41,2049
40,8747
41,119
40,5241
41,2417
41,2401
41,1705
40,9273
40,5026
40,5852
41,3932
41,968
40,1456
42,0742
40,2521
41,3364
41,0819
40,4163
41,0171
41,0433
40,096
41,0138
41,3949
40,4927
41,2364
41,0392
40,7778
41,5477
40,0838
40,9212
41,8558
40,3011
41,1882
41,2174
40,5639
41,3266
40,7402
40,1347
42,9273
41,1783
41,1117
40,9983
40,6193
41,2392
40,5631
41,1901
41,568
40,2382
41,3748
41,8148
40,1568
40,3394
41,639
40,6635
45,401
40,9879
40,2087
42,4355
40,3564
40,0788
41,0584
40,3966
40,5136
40,8872
41,5387
40,9585
40,3667
39,8358
41,0589
40,5654
40,9882
43,2133
40,5855
40,6901
41,3625
40,0941
41,0737
41,3837
40,404
41,0595
41,2117
40,4675
41,1251
40,554
40,492
41,2889
40,1965
42,2835
41,3813
41,3645
