calculation time;drawing time
7.5696;17.9562
7.3996;17.7432
7.3078;17.5965
7.3083;17.8102
7.877;19.1982
8.4086;17.6348
8.3433;17.9989
8.4831;18.5309
8.2209;18.3237
8.2811;18.6465
8.2576;18.4185
8.4601;18.324
8.8319;17.4312
8.7779;17.3937
8.359;17.6472
8.8319;19.3886
7.9752;17.9235
8.5019;18.411
8.5685;19.4716
8.4705;18.2463
8.4897;18.5745
8.0924;19.024
8.2363;18.6856
8.2466;18.7989
8.1842;18.4365
8.1507;18.6129
8.5207;25.2795
8.2439;18.5811
8.4598;18.2554
8.1996;17.8633
8.1248;18.133
8.3285;18.2432
8.4797;18.4192
8.2924;18.2037
8.3396;18.2783
8.2338;18.2375
8.2715;18.869
8.2067;18.4197
8.1847;17.8804
8.2042;17.9273
8.396;18.0584
8.3206;19.5699
8.317;18.422
8.2196;18.7311
8.3908;18.614
8.2636;18.5638
8.5179;18.729
8.1875;18.7468
8.239;18.3208
8.2233;22.9895
8.2725;19.4144
8.2707;18.721
8.2055;18.6625
8.6963;18.6982
8.8088;18.7306
8.3378;18.1924
8.7865;17.773
8.3071;18.2144
8.2673;18.6312
8.4302;19.4845
8.2968;18.0255
8.3823;18.3605
8.2839;18.5583
8.4622;18.5226
8.2545;18.742
8.4592;18.9581
8.2032;17.6747
8.1627;17.5662
8.48;18.7724
8.2778;18.1025
8.5062;18.0183
8.1792;17.4547
8.2614;17.5586
8.3415;17.3699
8.6851;17.3331
8.2604;17.3967
8.3884;18.045
8.3546;18.0278
8.6597;17.5244
8.3389;18.6519
8.3819;17.7919
8.2622;20.4761
8.1734;20.35
8.3933;19.6086
8.4326;18.6852
8.4504;18.862
8.0128;20.0581
8.1925;18.339
8.1131;17.866
8.472;20.6124
8.3287;18.6015
8.8445;21.8889
8.7905;18.3968
8.5802;18.3758
8.3426;18.5129
8.2239;19.6763
8.7854;19.5675
8.5599;18.3885
9.9392;21.3604
9.7953;19.648
9.8674;18.6652
10.0731;18.7295
9.9422;18.7576
10.2203;18.0857
10.0177;19.9585
9.975;18.8091
10.3444;18.4484
10.3688;21.7545
10.2311;20.1584
10.282;19.0659
10.0815;18.8672
10.325;18.1858
10.0766;20.4797
10.2568;21.1992
10.1921;20.2085
10.3118;19.6039
10.5584;18.6064
10.0244;25.5046
9.8606;19.258
10.0694;29.7977
10.5458;22.0502
10.2779;21.9399
9.7692;21.1502
10.0948;33.0797
11.0527;32.9517
9.6505;21.6432
9.456;21.7203
9.6566;22.2042
9.8965;31.6729
9.6617;29.951
9.1017;19.986
9.8417;18.804
9.8145;17.8486
9.1287;18.0064
9.3339;20.452
9.7261;18.8098
9.5513;18.1256
9.9132;17.7487
9.5539;18.8313
9.505;18.825
8.9202;18.7174
9.4336;19.4897
9.4478;22.2477
9.2992;20.1767
9.1854;18.1143
9.3454;20.2177
9.2179;18.1467
9.0296;18.9033
9.7124;18.799
9.1332;18.0083
9.0818;18.1682
9.2662;20.4225
8.7864;18.5196
9.3506;18.491
9.2926;18.4873
9.1255;18.0112
9.0605;18.0184
9.2131;19.2432
9.0955;19.2723
9.0295;18.7924
9.4303;18.9422
9.3122;19.0436
8.9817;18.1713
8.7738;18.3821
8.774;18.8047
8.9624;18.1325
8.7753;18.0749
9.2888;19.08
9.1681;18.1918
9.3257;17.7476
9.2019;18.1332
9.0112;19.1108
8.68;18.92
8.9103;21.5283
9.3272;18.776
9.1874;18.0092
8.9291;18.1475
9.1769;17.9516
9.3825;17.4211
9.0142;17.5492
8.9063;18.3281
9.1295;18.6524
8.9227;18.6472
9.0157;17.5869
9.0025;18.4954
8.7786;19.0757
9.122;18.9711
8.8801;18.8925
8.8922;18.422
8.9415;19.0336
9.1087;18.7396
9.1259;19.167
9.0647;18.7708
9.2559;19.3009
8.9027;17.5789
9.1245;18.5278
9.359;17.8982
9.3983;17.5692
9.2239;18.5049
8.8802;18.7721
8.6097;18.4781
8.8973;18.0179
8.7107;17.7651
8.9275;17.4515
8.8823;17.3837
8.9599;17.2061
9.1166;18.02
9.2892;17.675
9.1288;17.3679
8.7823;17.579
8.9122;18.0836
9.0421;18.6629
9.0621;18.183
9.3601;18.217
9.1126;18.2843
9.4739;19.2351
8.8135;18.8011
8.8062;18.688
8.5792;17.6546
8.652;17.7798
9.0714;17.9996
9.203;18.0304
8.9585;17.8488
9.2576;17.6281
8.9703;18.6234
8.9163;19.6088
8.8824;19.164
9.0828;18.0801
8.8543;17.6787
8.9012;18.2118
9.0524;18.1408
8.8936;17.4476
8.8532;17.6441
8.995;19.1663
9.1276;17.8979
8.8155;17.8588
8.9148;18.0275
9.1317;20.796
9.6157;22.7887
9.3761;20.1491
9.3643;18.6461
9.3639;19.2442
9.297;21.1206
9.3472;18.5964
9.2432;20.7925
9.5579;18.4203
9.3646;19.1255
9.3195;26.3469
9.4536;18.9835
9.4463;18.2501
9.5255;19.829
9.2227;18.069
9.2958;17.7023
9.587;18.7276
9.4772;19.0272
9.6234;18.843
9.1838;18.9892
9.0889;21.0289
9.2945;22.6086
9.0687;18.2729
9.3963;17.7855
9.3792;18.4921
9.3938;17.9819
9.3647;18.1816
9.2428;19.0546
9.3049;18.7832
9.2301;18.5114
9.2443;19.3932
9.3535;19.1276
9.2144;18.7978
9.3832;19.175
9.3519;20.6357
9.3573;19.0919
9.5371;19.4969
9.2208;18.1323
9.2981;17.9962
9.5089;18.6629
9.6521;17.7917
9.6872;18.0909
9.2749;19.444
9.3802;18.6113
9.6925;18.8321
9.92;18.5056
10.1803;19.3037
10.0092;19.4392
10.1055;18.1755
9.8697;31.348
10.5345;20.8207
10.2948;22.1637
10.4008;23.8241
10.8921;23.3094
10.1342;18.8287
10.077;20.3548
10.2354;19.0503
10.3468;18.5703
10.3412;19.3241
10.6232;19.6983
10.4636;24.6982
10.2888;18.701
9.9388;20.0052
10.1659;20.8526
10.0357;19.6297
11.0586;18.9505
10.1081;18.8522
10.0503;18.218
9.9818;17.9987
9.7268;17.938
9.8489;27.3771
9.9985;20.6415
9.697;18.2628
9.4894;18.911
9.6056;19.2459
9.5911;18.8001
9.659;19.9131
9.5191;20.2404
9.0356;19.5091
9.2178;20.4761
9.2019;19.921
9.4967;18.8367
8.9824;20.2185
9.1451;21.3133
9.4964;22.1417
9.3525;18.6493
9.2895;18.9074
9.1691;18.7596
9.4428;21.2949
8.9684;18.3695
9.091;17.9645
9.0432;28.2832
9.518;22.3208
8.9864;18.3905
9.3285;17.667
9.4141;18.0114
9.0803;17.5654
9.2497;19.3891
9.0736;17.9265
8.7882;18.241
9.0501;18.4656
8.8114;19.1235
8.7935;19.1051
8.9916;18.6255
8.7352;18.7728
8.9297;19.4135
9.2055;19.2771
8.7787;19.2302
8.8512;18.7963
9.4863;19.0471
8.5458;19.262
9.0334;21.5935
8.8752;18.8875
9.0141;19.0831
8.5549;19.4558
8.7989;26.133
9.1755;19.1103
8.9076;19.3215
8.7831;18.4402
9.0419;18.9338
8.811;18.3594
8.6942;19.2833
9.0445;18.5362
9.0406;19.3298
8.8619;19.3722
8.8513;18.9171
8.7883;18.6413
8.7003;18.3564
8.9218;19.4051
9.4311;18.4716
9.147;18.4284
8.6088;18.6838
9.0284;18.8656
8.7009;18.8796
9.1222;18.5961
8.5989;19.818
8.9842;18.5454
8.6733;18.4441
8.8747;18.2075
8.669;18.1059
8.7316;18.6007
8.9116;22.9127
9.0007;18.4139
8.8701;18.7933
8.6626;19.1721
8.8528;18.8184
8.7648;19.1894
8.9556;19.0298
8.6557;19.0016
8.9048;20.1672
9.4734;19.1062
8.78;19.2217
8.8134;18.7402
8.8501;26.4754
8.7407;19.215
8.78;19.7701
8.7873;19.8806
8.7113;19.4786
8.7725;22.9714
8.8098;18.9139
8.688;19.1937
8.9104;19.2979
8.7407;19.5775
8.6615;18.8012
8.745;19.3413
8.9795;18.0131
8.5433;18.0844
9.2909;18.3253
8.722;18.9311
8.9552;18.4802
8.6056;18.8661
9.2424;18.3542
8.925;18.6082
8.9734;20.2689
8.9234;18.6186
8.8952;19.4869
9.7339;18.5206
9.0492;19.0285
8.7743;18.4866
8.9205;18.4713
8.7335;18.2017
9.2631;18.7731
9.2308;18.8577
8.7284;18.2716
9.0077;19.0704
9.013;18.3756
9.0204;18.8746
8.9261;19.7409
9.2968;21.642
9.0594;18.5694
9.0043;18.6246
9.1314;19.2912
8.6194;19.1963
9.2912;82.3181
8.6272;18.4605
8.9451;19.2351
8.9085;19.5301
9.2925;18.5852
8.8664;18.2727
9.1249;18.6306
9.3374;18.5453
9.107;19.1404
8.9298;19.1669
8.5893;18.3364
8.7504;19.5555
8.6715;19.3782
8.759;18.887
9.0615;18.7494
8.9908;19.4312
9.1186;20.381
8.7012;18.7127
9.1351;18.5386
9.0795;19.0416
9.1221;20.4064
8.7955;18.5342
8.9431;22.2148
9.3558;29.1915
9.5611;25.6447
9.0674;19.0451
9.8705;20.3276
9.0871;19.6736
9.4304;19.5791
9.0541;19.9796
9.2661;18.9342
8.8806;18.6539
9.6881;18.9601
8.7642;19.5639
8.7991;19.4891
9.3903;19.1694
9.0006;18.3172
9.2403;18.7573
8.9659;18.5275
8.9315;19.0272
9.0184;18.6789
9.139;18.5677
9.0062;18.6514
8.673;18.948
8.7034;19.3199
8.8941;18.5483
9.1619;19.3939
8.6307;19.4671
8.8303;18.7283
9.3788;18.9251
9.2086;18.9657
8.9595;18.9013
8.7543;19.1201
9.0317;19.4788
8.9768;19.072
8.9834;18.9686
8.7683;19.2485
8.576;18.9107
9.1549;19.9043
8.8172;20.8459
9.0821;22.4623
8.8971;19.3353
