420,866
427,318
382,483
377,885
379,598
395,411
373,694
382,173
383,097
383,106
374,169
385,372
389,473
379,63
387,669
386,123
360,528
377,815
383,925
386,675
373,006
374,577
358,305
384,191
383,512
381,658
380,103
379,611
382,052
377,412
390,212
385,225
387,221
384,802
383,652
377,374
409,074
426,015
410,401
398,676
366,553
390,15
383,922
381,101
377,574
371,181
364,379
362,148
374,584
387,809
354,26
381,745
388,698
370,634
377,327
377,496
386,959
374,65
393,3
371,564
387,311
385,587
376,144
385,143
386,92
379,993
384,146
368,411
384,558
380,715
385,472
378,895
377,161
377,654
383,549
411,184
399,968
403,178
383,323
385,159
375,617
386,731
370,614
383,842
389,776
392,583
380,303
384,353
391,548
382,671
387,377
383,567
380,019
370,954
387,634
383,188
383,312
385,114
379,833
427,502
380,305
379,879
378,841
385,144
381,191
380,909
376,576
379,426
384,961
382,789
361,595
376,236
386,988
384,775
377,578
376,717
390,699
382,047
378,546
383,241
393,496
385,9
379,736
384,272
386,102
389,193
387,284
396,292
380,447
372,646
379,643
389,738
386,936
381,7
376,113
382,679
389,257
386,847
383,847
380,538
381,064
385,602
384,966
385,63
371,217
385,334
383,938
385,097
383,043
390,264
379,67
383,92
389,995
383,288
374,108
387,789
384,033
375,565
389,973
384,533
380,514
355,446
384,04
383,821
374,897
389,176
377,144
365,607
388,451
385,051
382,607
365,721
381,921
385,966
387,111
382,274
379,254
386,995
380,896
383,053
381,764
371,353
386,758
381,984
370,122
390,105
388,965
370,482
384,903
385,544
389,025
392,637
383,116
384,645
369,966
382,243
376,755
383,325
390,048
391,429
385,036
374,061
379,493
388,603
388,306
384,121
378,616
382,883
386,925
382,276
374,929
386,763
380,034
387,871
387,414
377,148
380,865
380,462
387,017
395,352
390,466
393,281
385,285
382,266
374,571
372,433
370,771
384,107
380,467
385,434
392,571
389,773
390,529
379,444
390,908
385,839
387,973
385,148
382,452
376,579
365,251
377,355
378,657
382,957
362,577
392,555
380,841
385,286
381,04
376,579
382,2
386,025
388,256
390,793
385,572
372,152
386,081
400,841
393,952
379,917
381,828
370,096
386,25
365,415
380,37
369,212
380,838
372,066
412,555
375,395
385,549
381,746
387,72
382,187
385,544
384,838
378,277
378,411
368,822
383,404
365,6
383,945
374,447
365,941
369,254
381,901
355,417
382,576
359,302
382,798
389,493
393,825
390,605
390,497
372,33
381,402
376,602
383,558
367,398
383,841
379,559
386,873
391,462
380,925
394,91
389,941
379,51
390,735
377,801
381,14
383,067
390,502
382,607
380,444
369,8
375,576
385,271
385,147
385,29
374,546
384,496
382,332
385,285
380,912
377,008
372,802
389,045
379,363
388,002
377,611
381,964
382,463
382,016
388,362
384,509
381,153
370,086
402,784
381,458
381,921
377,435
380,455
373,372
386,845
389,714
384,742
374,145
384,952
382,768
362,592
388,46
385,763
361,629
382,88
370,461
369,606
387,897
365,811
364,752
386,088
367,248
378,333
388,207
382,626
356,19
383,813
380,786
381,639
376,854
409,831
365,91
387,835
376,201
367,85
374,137
385,264
363,298
367,754
382,908
387,236
377,307
385,893
382
363,753
380,356
384,894
391,483
385,424
385,136
385,735
380,281
383,477
384,689
370,308
385,148
380,164
385,067
390,027
386,044
372,239
376,687
382,179
380,777
391,85
387,664
392,138
387,357
387,918
381,527
382,881
391,726
374,262
386,773
385,164
379,331
417,377
387,343
373,567
384,815
385,864
377,99
368,469
378,463
389,072
387,386
386,723
372,685
395,503
385,973
379,837
385,289
379,167
431,483
368,97
386,366
377,944
386,115
374,732
385,815
382,721
381,592
391,794
390,33
385,597
386,784
392,428
371,314
385,085
386,513
376,024
390,996
389,022
382,817
385,605
372,458
376,446
378,622
389,518
371,327
384,731
377,857
386,203
386,269
376,937
380,098
379,462
384,65
385,269
385,24
385,786
385,504
383,692
383,555
386,361
387,409
377,5
385,106
373,746
378,223
389,632
388,639
389,984
392,475
373,601
380,211
384,339
383,276
382,774
383,176
372,423
378,81
382,392
362,393
381,455
376,946
358,354
383,857
380,49
355,144
387,737
388,191
385,262
389,551
383,915
385,99
384,964
374,189
379,821
372,941
378,971
391,338
386,775
390,807
377,613
380,115
370,262
383,167
374,953
387,448
390,427
383,545
389,351
371,963
382,87
379,849
385,039
382,193
383,965
361,154
383,705
369,803
382,111
379,018
381,091
384,116
384,173
381,705
380,465
380,279
376,799
388,421
366,753
383,389
380,573
382,528
366,561
377,469
381,035
387,089
373,538
380,518
374,344
389,676
375,434
365,71
383,64
386,48
379,989
375,766
378,847
373,935
370,027
380,096
387,206
386,444
388,703
364,522
354,174
387,902
387,882
383,363
376,126
381,016
412,703
389,713
383,345
386,038
378,172
382,073
365,666
381,676
369,908
386,04
385,205
388,474
386,89
380,929
387,989
393,406
389,809
388,084
384,37
392,756
388,167
379,11
381,805
391,613
382,803
378,1
378,957
383,099
378,1
381,529
377,412
389,518
387,892
380,882
372,8
380,634
385,06
392,491
362,961
372,793
390,23
375,55
388,447
382,939
373,799
377,987
386,151
390,07
386,603
388,971
361,081
392,594
397,438
380,142
382,413
459,968
370,02
378,008
375,753
376,957
376,834
365,684
380,447
388,28
379,809
379,785
361,05
374,489
376,142
379,767
380,539
373,159
383,905
385,57
375,343
374,351
377,443
387,488
376,526
373,212
390,889
389,617
386,739
379,34
385,82
378,106
376,593
383,215
387,821
369,145
380,683
372,041
386,131
383,721
377,46
357,639
377,842
372,599
380,057
382,13
370,983
388,03
376,046
389,444
392,809
373,126
374,282
379,862
382,734
383,575
383,702
378,445
381,769
384,274
366,454
377,969
386,704
382,449
372,302
374,483
368,099
385,165
378,082
373,189
389,394
381,619
372,593
382,677
377,009
386,242
364,028
379,973
370,597
382,725
384,785
361,201
383,565
389,877
381,365
388,081
380,53
380,651
371,896
381,219
383,874
376,845
379,798
394,146
385,677
375,341
384,076
386,974
385,95
383,728
382,856
369,897
373,299
375,82
400,311
415,394
394,05
400,755
391,037
366,327
347,966
348,571
349,415
349,97
353,503
349,178
352,482
351,614
347,23
348,178
347,249
362,111
366,77
383,403
348,083
349,923
356,369
352,739
353,797
352,547
351,026
357,608
347,274
355,568
350,937
347,098
349,334
359,33
346,455
351,678
352,997
355,257
348,916
351,472
348,388
350,171
359,154
351,089
353,827
348,708
348,394
354,311
346,024
349,175
349,677
348,965
361,161
350,174
361,128
355,269
358,746
352,548
357,884
369,954
359,131
355,359
355,785
352,017
353,638
349,034
351,447
347,88
351,815
347,951
352,393
352,329
350,351
354,748
354,54
355,142
352,475
377,745
382,783
351,788
350,417
353,119
384,553
354,183
357,474
345,194
346,504
349,207
349,527
348,468
353,066
348,784
349,322
355,586
349,651
348,561
347,238
349,707
351,111
353,343
348,028
348,727
350,773
351,208
351,016
355,33
351,395
349,723
355,781
356,654
351,354
355,344
359,93
350,733
347,437
347,506
351,704
349,621
354,54
346,731
349,975
351,385
355,372
348,323
349,769
349,454
351,117
351,396
349,62
348,73
351,12
351,335
352,866
349,251
371,198
354,751
351,643
347,131
351,143
358,1
395,252
356,474
357,811
350,891
352,261
353,017
354,036
357,947
354,942
348,514
348,896
350,566
346,732
352,485
387,992
351,809
351,164
354,102
350,017
353,075
354,498
350,149
355,523
351,756
349,307
364,79
349,827
350,45
351,882
354,333
349,956
385,861
355,914
353,756
350,232
348,076
358,953
353,215
349,776
356,507
355,377
351,254
356,928
353,774
353,68
349,771
349,298
351,824
347,894
358,643
360,01
357,959
356,41
356,808
353,366
354,522
384,73
371,46
358,414
356,383
347,608
348,318
356,722
351,355
352,806
354,721
352,77
353,225
352,813
348,417
349,449
352,817
347,063
350,74
348,589
348,469
352,379
348,583
349,926
351,54
351,819
351,988
354,423
352,743
351,875
357,512
355,547
350,399
352,196
354,64
349,562
350,136
352,993
351,323
353,551
352,675
352,395
355,015
348,775
350,993
347,492
349,505
349,66
353,099
355,809
350,038
351,671
355,45
350,648
355,236
348,572
349,584
353,787
352,935
349,896
351,976
348,056
352,167
349,358
352,615
352,398
349,819
349,205
348,457
350,199
355,752
347,926
346,675
351,207
